curr1;curr2;rate;;;;;
PYG;TND;224;; ('PYG', 'TND', 224),;;;('PYG', 'TND', 224),
PYG;TOP;254;; ('PYG', 'TOP', 254),;;;('PYG', 'TOP', 254),
PYG;TRY;930;; ('PYG', 'TRY', 930),;;;('PYG', 'TRY', 930),
PYG;TTD;108;; ('PYG', 'TTD', 108),;;;('PYG', 'TTD', 108),
PYG;TWD;72;; ('PYG', 'TWD', 72),;;;('PYG', 'TWD', 72),
PYG;TZS;380;; ('PYG', 'TZS', 380),;;;('PYG', 'TZS', 380),
PYG;UAH;342;; ('PYG', 'UAH', 342),;;;('PYG', 'UAH', 342),
PYG;UGX;560;; ('PYG', 'UGX', 560),;;;('PYG', 'UGX', 560),
PYG;USD;611;; ('PYG', 'USD', 611),;;;('PYG', 'USD', 611),
PYG;USN;832;; ('PYG', 'USN', 832),;;;('PYG', 'USN', 832),
PYG;UYI;55;; ('PYG', 'UYI', 55),;;;('PYG', 'UYI', 55),
PYG;UYU;744;; ('PYG', 'UYU', 744),;;;('PYG', 'UYU', 744),
PYG;UYW;3;; ('PYG', 'UYW', 3),;;;('PYG', 'UYW', 3),
PYG;UZS;196;; ('PYG', 'UZS', 196),;;;('PYG', 'UZS', 196),
PYG;VED;256;; ('PYG', 'VED', 256),;;;('PYG', 'VED', 256),
PYG;VES;99;; ('PYG', 'VES', 99),;;;('PYG', 'VES', 99),
PYG;VND;365;; ('PYG', 'VND', 365),;;;('PYG', 'VND', 365),
PYG;VUV;739;; ('PYG', 'VUV', 739),;;;('PYG', 'VUV', 739),
PYG;WST;975;; ('PYG', 'WST', 975),;;;('PYG', 'WST', 975),
PYG;XAF;418;; ('PYG', 'XAF', 418),;;;('PYG', 'XAF', 418),
PYG;XAG;931;; ('PYG', 'XAG', 931),;;;('PYG', 'XAG', 931),
PYG;XAU;67;; ('PYG', 'XAU', 67),;;;('PYG', 'XAU', 67),
PYG;XBA;81;; ('PYG', 'XBA', 81),;;;('PYG', 'XBA', 81),
PYG;XBB;700;; ('PYG', 'XBB', 700),;;;('PYG', 'XBB', 700),
PYG;XBC;827;; ('PYG', 'XBC', 827),;;;('PYG', 'XBC', 827),
PYG;XBD;348;; ('PYG', 'XBD', 348),;;;('PYG', 'XBD', 348),
PYG;XCD;598;; ('PYG', 'XCD', 598),;;;('PYG', 'XCD', 598),
PYG;XDR;724;; ('PYG', 'XDR', 724),;;;('PYG', 'XDR', 724),
PYG;XOF;286;; ('PYG', 'XOF', 286),;;;('PYG', 'XOF', 286),
PYG;XPD;407;; ('PYG', 'XPD', 407),;;;('PYG', 'XPD', 407),
PYG;XPF;242;; ('PYG', 'XPF', 242),;;;('PYG', 'XPF', 242),
PYG;XPT;335;; ('PYG', 'XPT', 335),;;;('PYG', 'XPT', 335),
PYG;XSU;775;; ('PYG', 'XSU', 775),;;;('PYG', 'XSU', 775),
PYG;XTS;943;; ('PYG', 'XTS', 943),;;;('PYG', 'XTS', 943),
PYG;XUA;15;; ('PYG', 'XUA', 15),;;;('PYG', 'XUA', 15),
PYG;XXX;533;; ('PYG', 'XXX', 533),;;;('PYG', 'XXX', 533),
PYG;YER;955;; ('PYG', 'YER', 955),;;;('PYG', 'YER', 955),
PYG;ZAR;335;; ('PYG', 'ZAR', 335),;;;('PYG', 'ZAR', 335),
PYG;ZMW;262;; ('PYG', 'ZMW', 262),;;;('PYG', 'ZMW', 262),
PYG;ZWL;660;; ('PYG', 'ZWL', 660),;;;('PYG', 'ZWL', 660),
QAR;AED;0.0294118;; ('QAR', 'AED', 0.0294118),;;;('QAR', 'AED', 0.0294118),
QAR;AFN;0.0016474;; ('QAR', 'AFN', 0.0016474),;;;('QAR', 'AFN', 0.0016474),
QAR;ALL;0.0010741;; ('QAR', 'ALL', 0.0010741),;;;('QAR', 'ALL', 0.0010741),
QAR;AMD;0.0011338;; ('QAR', 'AMD', 0.0011338),;;;('QAR', 'AMD', 0.0011338),
QAR;ANG;0.0019048;; ('QAR', 'ANG', 0.0019048),;;;('QAR', 'ANG', 0.0019048),
QAR;AOA;0.0013123;; ('QAR', 'AOA', 0.0013123),;;;('QAR', 'AOA', 0.0013123),
QAR;ARS;0.0069930;; ('QAR', 'ARS', 0.0069930),;;;('QAR', 'ARS', 0.0069930),
QAR;AUD;0.003125;; ('QAR', 'AUD', 0.003125),;;;('QAR', 'AUD', 0.003125),
QAR;AWG;0.0011261;; ('QAR', 'AWG', 0.0011261),;;;('QAR', 'AWG', 0.0011261),
QAR;AZN;0.0012392;; ('QAR', 'AZN', 0.0012392),;;;('QAR', 'AZN', 0.0012392),
QAR;BAM;0.0053476;; ('QAR', 'BAM', 0.0053476),;;;('QAR', 'BAM', 0.0053476),
QAR;BBD;0.0026042;; ('QAR', 'BBD', 0.0026042),;;;('QAR', 'BBD', 0.0026042),
QAR;BDT;0.0014388;; ('QAR', 'BDT', 0.0014388),;;;('QAR', 'BDT', 0.0014388),
QAR;BGN;0.0014684;; ('QAR', 'BGN', 0.0014684),;;;('QAR', 'BGN', 0.0014684),
QAR;BHD;0.0016863;; ('QAR', 'BHD', 0.0016863),;;;('QAR', 'BHD', 0.0016863),
QAR;BIF;0.0010870;; ('QAR', 'BIF', 0.0010870),;;;('QAR', 'BIF', 0.0010870),
QAR;BMD;0.0018116;; ('QAR', 'BMD', 0.0018116),;;;('QAR', 'BMD', 0.0018116),
QAR;BND;0.0010152;; ('QAR', 'BND', 0.0010152),;;;('QAR', 'BND', 0.0010152),
QAR;BOB;0.0060606;; ('QAR', 'BOB', 0.0060606),;;;('QAR', 'BOB', 0.0060606),
QAR;BOV;0.0011123;; ('QAR', 'BOV', 0.0011123),;;;('QAR', 'BOV', 0.0011123),
QAR;BRL;0.0081967;; ('QAR', 'BRL', 0.0081967),;;;('QAR', 'BRL', 0.0081967),
QAR;BSD;0.0016750;; ('QAR', 'BSD', 0.0016750),;;;('QAR', 'BSD', 0.0016750),
QAR;BTN;0.0018975;; ('QAR', 'BTN', 0.0018975),;;;('QAR', 'BTN', 0.0018975),
QAR;BWP;0.0013193;; ('QAR', 'BWP', 0.0013193),;;;('QAR', 'BWP', 0.0013193),
QAR;BYN;0.0020704;; ('QAR', 'BYN', 0.0020704),;;;('QAR', 'BYN', 0.0020704),
QAR;BZD;0.0116279;; ('QAR', 'BZD', 0.0116279),;;;('QAR', 'BZD', 0.0116279),
QAR;CAD;0.0013123;; ('QAR', 'CAD', 0.0013123),;;;('QAR', 'CAD', 0.0013123),
QAR;CDF;0.0031949;; ('QAR', 'CDF', 0.0031949),;;;('QAR', 'CDF', 0.0031949),
QAR;CHE;0.0069444;; ('QAR', 'CHE', 0.0069444),;;;('QAR', 'CHE', 0.0069444),
QAR;CHF;0.0028571;; ('QAR', 'CHF', 0.0028571),;;;('QAR', 'CHF', 0.0028571),
QAR;CHW;0.0070922;; ('QAR', 'CHW', 0.0070922),;;;('QAR', 'CHW', 0.0070922),
QAR;CLF;0.0051020;; ('QAR', 'CLF', 0.0051020),;;;('QAR', 'CLF', 0.0051020),
QAR;CLP;0.0016447;; ('QAR', 'CLP', 0.0016447),;;;('QAR', 'CLP', 0.0016447),
QAR;COP;0.0011099;; ('QAR', 'COP', 0.0011099),;;;('QAR', 'COP', 0.0011099),
QAR;COU;0.0010870;; ('QAR', 'COU', 0.0010870),;;;('QAR', 'COU', 0.0010870),
QAR;CRC;0.0016667;; ('QAR', 'CRC', 0.0016667),;;;('QAR', 'CRC', 0.0016667),
QAR;CUP;0.0029674;; ('QAR', 'CUP', 0.0029674),;;;('QAR', 'CUP', 0.0029674),
QAR;CVE;0.0101010;; ('QAR', 'CVE', 0.0101010),;;;('QAR', 'CVE', 0.0101010),
QAR;CZK;0.0012438;; ('QAR', 'CZK', 0.0012438),;;;('QAR', 'CZK', 0.0012438),
QAR;DJF;0.0015267;; ('QAR', 'DJF', 0.0015267),;;;('QAR', 'DJF', 0.0015267),
QAR;DKK;0.0040650;; ('QAR', 'DKK', 0.0040650),;;;('QAR', 'DKK', 0.0040650),
QAR;DOP;0.0011086;; ('QAR', 'DOP', 0.0011086),;;;('QAR', 'DOP', 0.0011086),
QAR;DZD;0.0029240;; ('QAR', 'DZD', 0.0029240),;;;('QAR', 'DZD', 0.0029240),
QAR;EGP;0.0019417;; ('QAR', 'EGP', 0.0019417),;;;('QAR', 'EGP', 0.0019417),
QAR;ERN;0.0012887;; ('QAR', 'ERN', 0.0012887),;;;('QAR', 'ERN', 0.0012887),
QAR;ETB;0.0011351;; ('QAR', 'ETB', 0.0011351),;;;('QAR', 'ETB', 0.0011351),
QAR;EUR;0.0026954;; ('QAR', 'EUR', 0.0026954),;;;('QAR', 'EUR', 0.0026954),
QAR;FJD;0.0068027;; ('QAR', 'FJD', 0.0068027),;;;('QAR', 'FJD', 0.0068027),
QAR;FKP;0.0011223;; ('QAR', 'FKP', 0.0011223),;;;('QAR', 'FKP', 0.0011223),
QAR;GBP;0.0015129;; ('QAR', 'GBP', 0.0015129),;;;('QAR', 'GBP', 0.0015129),
QAR;GEL;0.0014771;; ('QAR', 'GEL', 0.0014771),;;;('QAR', 'GEL', 0.0014771),
QAR;GHS;0.0017921;; ('QAR', 'GHS', 0.0017921),;;;('QAR', 'GHS', 0.0017921),
QAR;GIP;0.0012346;; ('QAR', 'GIP', 0.0012346),;;;('QAR', 'GIP', 0.0012346),
QAR;GMD;0.0015198;; ('QAR', 'GMD', 0.0015198),;;;('QAR', 'GMD', 0.0015198),
QAR;GNF;0.0012804;; ('QAR', 'GNF', 0.0012804),;;;('QAR', 'GNF', 0.0012804),
QAR;GTQ;0.0012315;; ('QAR', 'GTQ', 0.0012315),;;;('QAR', 'GTQ', 0.0012315),
QAR;GYD;0.0142857;; ('QAR', 'GYD', 0.0142857),;;;('QAR', 'GYD', 0.0142857),
QAR;HKD;0.0010173;; ('QAR', 'HKD', 0.0010173),;;;('QAR', 'HKD', 0.0010173),
QAR;HNL;0.0135135;; ('QAR', 'HNL', 0.0135135),;;;('QAR', 'HNL', 0.0135135),
QAR;HTG;0.0013405;; ('QAR', 'HTG', 0.0013405),;;;('QAR', 'HTG', 0.0013405),
QAR;HUF;0.0013175;; ('QAR', 'HUF', 0.0013175),;;;('QAR', 'HUF', 0.0013175),
QAR;IDR;0.0014859;; ('QAR', 'IDR', 0.0014859),;;;('QAR', 'IDR', 0.0014859),
QAR;ILS;0.0108696;; ('QAR', 'ILS', 0.0108696),;;;('QAR', 'ILS', 0.0108696),
QAR;INR;0.0020704;; ('QAR', 'INR', 0.0020704),;;;('QAR', 'INR', 0.0020704),
QAR;IQD;0.0025189;; ('QAR', 'IQD', 0.0025189),;;;('QAR', 'IQD', 0.0025189),
QAR;IRR;0.0043103;; ('QAR', 'IRR', 0.0043103),;;;('QAR', 'IRR', 0.0043103),
QAR;ISK;0.0025840;; ('QAR', 'ISK', 0.0025840),;;;('QAR', 'ISK', 0.0025840),
QAR;JMD;0.0666667;; ('QAR', 'JMD', 0.0666667),;;;('QAR', 'JMD', 0.0666667),
QAR;JOD;0.0042373;; ('QAR', 'JOD', 0.0042373),;;;('QAR', 'JOD', 0.0042373),
QAR;JPY;0.00125;; ('QAR', 'JPY', 0.00125),;;;('QAR', 'JPY', 0.00125),
QAR;KES;0.0014903;; ('QAR', 'KES', 0.0014903),;;;('QAR', 'KES', 0.0014903),
QAR;KGS;0.0035211;; ('QAR', 'KGS', 0.0035211),;;;('QAR', 'KGS', 0.0035211),
QAR;KHR;0.0020284;; ('QAR', 'KHR', 0.0020284),;;;('QAR', 'KHR', 0.0020284),
QAR;KMF;0.0097087;; ('QAR', 'KMF', 0.0097087),;;;('QAR', 'KMF', 0.0097087),
QAR;KPW;0.0072464;; ('QAR', 'KPW', 0.0072464),;;;('QAR', 'KPW', 0.0072464),
QAR;KRW;0.0038314;; ('QAR', 'KRW', 0.0038314),;;;('QAR', 'KRW', 0.0038314),
QAR;KWD;0.0013831;; ('QAR', 'KWD', 0.0013831),;;;('QAR', 'KWD', 0.0013831),
QAR;KYD;0.0013495;; ('QAR', 'KYD', 0.0013495),;;;('QAR', 'KYD', 0.0013495),
QAR;KZT;0.0012361;; ('QAR', 'KZT', 0.0012361),;;;('QAR', 'KZT', 0.0012361),
QAR;LAK;0.0112360;; ('QAR', 'LAK', 0.0112360),;;;('QAR', 'LAK', 0.0112360),
QAR;LBP;0.0010040;; ('QAR', 'LBP', 0.0010040),;;;('QAR', 'LBP', 0.0010040),
QAR;LKR;0.0028090;; ('QAR', 'LKR', 0.0028090),;;;('QAR', 'LKR', 0.0028090),
QAR;LRD;0.0011025;; ('QAR', 'LRD', 0.0011025),;;;('QAR', 'LRD', 0.0011025),
QAR;LSL;0.0011364;; ('QAR', 'LSL', 0.0011364),;;;('QAR', 'LSL', 0.0011364),
QAR;LYD;0.0625;; ('QAR', 'LYD', 0.0625),;;;('QAR', 'LYD', 0.0625),
QAR;MAD;0.0016181;; ('QAR', 'MAD', 0.0016181),;;;('QAR', 'MAD', 0.0016181),
QAR;MDL;0.0013774;; ('QAR', 'MDL', 0.0013774),;;;('QAR', 'MDL', 0.0013774),
QAR;MGA;0.0031746;; ('QAR', 'MGA', 0.0031746),;;;('QAR', 'MGA', 0.0031746),
QAR;MKD;0.0166667;; ('QAR', 'MKD', 0.0166667),;;;('QAR', 'MKD', 0.0166667),
QAR;MMK;0.0036232;; ('QAR', 'MMK', 0.0036232),;;;('QAR', 'MMK', 0.0036232),
QAR;MNT;0.0010101;; ('QAR', 'MNT', 0.0010101),;;;('QAR', 'MNT', 0.0010101),
QAR;MOP;0.0064935;; ('QAR', 'MOP', 0.0064935),;;;('QAR', 'MOP', 0.0064935),
QAR;MRU;0.0062112;; ('QAR', 'MRU', 0.0062112),;;;('QAR', 'MRU', 0.0062112),
QAR;MUR;0.0012063;; ('QAR', 'MUR', 0.0012063),;;;('QAR', 'MUR', 0.0012063),
QAR;MVR;0.0010537;; ('QAR', 'MVR', 0.0010537),;;;('QAR', 'MVR', 0.0010537),
QAR;MWK;0.0010917;; ('QAR', 'MWK', 0.0010917),;;;('QAR', 'MWK', 0.0010917),
QAR;MXN;0.0013793;; ('QAR', 'MXN', 0.0013793),;;;('QAR', 'MXN', 0.0013793),
QAR;MXV;0.0021978;; ('QAR', 'MXV', 0.0021978),;;;('QAR', 'MXV', 0.0021978),
QAR;MYR;0.0054348;; ('QAR', 'MYR', 0.0054348),;;;('QAR', 'MYR', 0.0054348),
QAR;MZN;0.0017153;; ('QAR', 'MZN', 0.0017153),;;;('QAR', 'MZN', 0.0017153),
QAR;NAD;0.0012920;; ('QAR', 'NAD', 0.0012920),;;;('QAR', 'NAD', 0.0012920),
QAR;NGN;0.0013351;; ('QAR', 'NGN', 0.0013351),;;;('QAR', 'NGN', 0.0013351),
QAR;NIO;0.0012579;; ('QAR', 'NIO', 0.0012579),;;;('QAR', 'NIO', 0.0012579),
QAR;NOK;0.0014903;; ('QAR', 'NOK', 0.0014903),;;;('QAR', 'NOK', 0.0014903),
QAR;NPR;0.0011962;; ('QAR', 'NPR', 0.0011962),;;;('QAR', 'NPR', 0.0011962),
QAR;NZD;0.0025707;; ('QAR', 'NZD', 0.0025707),;;;('QAR', 'NZD', 0.0025707),
QAR;OMR;0.0119048;; ('QAR', 'OMR', 0.0119048),;;;('QAR', 'OMR', 0.0119048),
QAR;PAB;0.0012610;; ('QAR', 'PAB', 0.0012610),;;;('QAR', 'PAB', 0.0012610),
QAR;PEN;0.0018051;; ('QAR', 'PEN', 0.0018051),;;;('QAR', 'PEN', 0.0018051),
QAR;PGK;0.0023585;; ('QAR', 'PGK', 0.0023585),;;;('QAR', 'PGK', 0.0023585),
QAR;PHP;0.0027933;; ('QAR', 'PHP', 0.0027933),;;;('QAR', 'PHP', 0.0027933),
QAR;PKR;0.0011429;; ('QAR', 'PKR', 0.0011429),;;;('QAR', 'PKR', 0.0011429),
QAR;PLN;0.0010549;; ('QAR', 'PLN', 0.0010549),;;;('QAR', 'PLN', 0.0010549),
QAR;PYG;0.0112360;; ('QAR', 'PYG', 0.0112360),;;;('QAR', 'PYG', 0.0112360),
QAR;QAR;1;; ('QAR', 'QAR', 1),;;;('QAR', 'QAR', 1),
QAR;RON;520;; ('QAR', 'RON', 520),;;;('QAR', 'RON', 520),
QAR;RSD;566;; ('QAR', 'RSD', 566),;;;('QAR', 'RSD', 566),
QAR;CNY;476;; ('QAR', 'CNY', 476),;;;('QAR', 'CNY', 476),
QAR;RUB;823;; ('QAR', 'RUB', 823),;;;('QAR', 'RUB', 823),
QAR;RWF;801;; ('QAR', 'RWF', 801),;;;('QAR', 'RWF', 801),
QAR;SAR;496;; ('QAR', 'SAR', 496),;;;('QAR', 'SAR', 496),
QAR;SBD;95;; ('QAR', 'SBD', 95),;;;('QAR', 'SBD', 95),
QAR;SCR;81;; ('QAR', 'SCR', 81),;;;('QAR', 'SCR', 81),
QAR;SDG;62;; ('QAR', 'SDG', 62),;;;('QAR', 'SDG', 62),
QAR;SEK;592;; ('QAR', 'SEK', 592),;;;('QAR', 'SEK', 592),
QAR;SGD;326;; ('QAR', 'SGD', 326),;;;('QAR', 'SGD', 326),
QAR;SHP;787;; ('QAR', 'SHP', 787),;;;('QAR', 'SHP', 787),
QAR;SLE;397;; ('QAR', 'SLE', 397),;;;('QAR', 'SLE', 397),
QAR;SLL;303;; ('QAR', 'SLL', 303),;;;('QAR', 'SLL', 303),
QAR;SOS;879;; ('QAR', 'SOS', 879),;;;('QAR', 'SOS', 879),
QAR;SRD;889;; ('QAR', 'SRD', 889),;;;('QAR', 'SRD', 889),
QAR;SSP;477;; ('QAR', 'SSP', 477),;;;('QAR', 'SSP', 477),
QAR;STN;424;; ('QAR', 'STN', 424),;;;('QAR', 'STN', 424),
QAR;SVC;646;; ('QAR', 'SVC', 646),;;;('QAR', 'SVC', 646),
QAR;SYP;300;; ('QAR', 'SYP', 300),;;;('QAR', 'SYP', 300),
QAR;SZL;653;; ('QAR', 'SZL', 653),;;;('QAR', 'SZL', 653),
QAR;THB;299;; ('QAR', 'THB', 299),;;;('QAR', 'THB', 299),
QAR;TJS;560;; ('QAR', 'TJS', 560),;;;('QAR', 'TJS', 560),
QAR;TMT;76;; ('QAR', 'TMT', 76),;;;('QAR', 'TMT', 76),
QAR;TND;937;; ('QAR', 'TND', 937),;;;('QAR', 'TND', 937),
QAR;TOP;449;; ('QAR', 'TOP', 449),;;;('QAR', 'TOP', 449),
QAR;TRY;626;; ('QAR', 'TRY', 626),;;;('QAR', 'TRY', 626),
QAR;TTD;31;; ('QAR', 'TTD', 31),;;;('QAR', 'TTD', 31),
QAR;TWD;22;; ('QAR', 'TWD', 22),;;;('QAR', 'TWD', 22),
QAR;TZS;830;; ('QAR', 'TZS', 830),;;;('QAR', 'TZS', 830),
QAR;UAH;636;; ('QAR', 'UAH', 636),;;;('QAR', 'UAH', 636),
QAR;UGX;353;; ('QAR', 'UGX', 353),;;;('QAR', 'UGX', 353),
QAR;USD;178;; ('QAR', 'USD', 178),;;;('QAR', 'USD', 178),
QAR;USN;509;; ('QAR', 'USN', 509),;;;('QAR', 'USN', 509),
QAR;UYI;85;; ('QAR', 'UYI', 85),;;;('QAR', 'UYI', 85),
QAR;UYU;172;; ('QAR', 'UYU', 172),;;;('QAR', 'UYU', 172),
QAR;UYW;847;; ('QAR', 'UYW', 847),;;;('QAR', 'UYW', 847),
QAR;UZS;839;; ('QAR', 'UZS', 839),;;;('QAR', 'UZS', 839),
QAR;VED;908;; ('QAR', 'VED', 908),;;;('QAR', 'VED', 908),
QAR;VES;877;; ('QAR', 'VES', 877),;;;('QAR', 'VES', 877),
QAR;VND;737;; ('QAR', 'VND', 737),;;;('QAR', 'VND', 737),
QAR;VUV;724;; ('QAR', 'VUV', 724),;;;('QAR', 'VUV', 724),
QAR;WST;247;; ('QAR', 'WST', 247),;;;('QAR', 'WST', 247),
QAR;XAF;688;; ('QAR', 'XAF', 688),;;;('QAR', 'XAF', 688),
QAR;XAG;21;; ('QAR', 'XAG', 21),;;;('QAR', 'XAG', 21),
QAR;XAU;622;; ('QAR', 'XAU', 622),;;;('QAR', 'XAU', 622),
QAR;XBA;378;; ('QAR', 'XBA', 378),;;;('QAR', 'XBA', 378),
QAR;XBB;733;; ('QAR', 'XBB', 733),;;;('QAR', 'XBB', 733),
QAR;XBC;815;; ('QAR', 'XBC', 815),;;;('QAR', 'XBC', 815),
QAR;XBD;743;; ('QAR', 'XBD', 743),;;;('QAR', 'XBD', 743),
QAR;XCD;762;; ('QAR', 'XCD', 762),;;;('QAR', 'XCD', 762),
QAR;XDR;669;; ('QAR', 'XDR', 669),;;;('QAR', 'XDR', 669),
QAR;XOF;432;; ('QAR', 'XOF', 432),;;;('QAR', 'XOF', 432),
QAR;XPD;266;; ('QAR', 'XPD', 266),;;;('QAR', 'XPD', 266),
QAR;XPF;74;; ('QAR', 'XPF', 74),;;;('QAR', 'XPF', 74),
QAR;XPT;97;; ('QAR', 'XPT', 97),;;;('QAR', 'XPT', 97),
QAR;XSU;58;; ('QAR', 'XSU', 58),;;;('QAR', 'XSU', 58),
QAR;XTS;843;; ('QAR', 'XTS', 843),;;;('QAR', 'XTS', 843),
QAR;XUA;324;; ('QAR', 'XUA', 324),;;;('QAR', 'XUA', 324),
QAR;XXX;343;; ('QAR', 'XXX', 343),;;;('QAR', 'XXX', 343),
QAR;YER;913;; ('QAR', 'YER', 913),;;;('QAR', 'YER', 913),
QAR;ZAR;164;; ('QAR', 'ZAR', 164),;;;('QAR', 'ZAR', 164),
QAR;ZMW;39;; ('QAR', 'ZMW', 39),;;;('QAR', 'ZMW', 39),
QAR;ZWL;550;; ('QAR', 'ZWL', 550),;;;('QAR', 'ZWL', 550),
RON;AED;0.0023364;; ('RON', 'AED', 0.0023364),;;;('RON', 'AED', 0.0023364),
RON;AFN;0.0175439;; ('RON', 'AFN', 0.0175439),;;;('RON', 'AFN', 0.0175439),
RON;ALL;0.0021413;; ('RON', 'ALL', 0.0021413),;;;('RON', 'ALL', 0.0021413),
RON;AMD;0.0011587;; ('RON', 'AMD', 0.0011587),;;;('RON', 'AMD', 0.0011587),
RON;ANG;0.0025641;; ('RON', 'ANG', 0.0025641),;;;('RON', 'ANG', 0.0025641),
RON;AOA;0.0010929;; ('RON', 'AOA', 0.0010929),;;;('RON', 'AOA', 0.0010929),
RON;ARS;0.0018349;; ('RON', 'ARS', 0.0018349),;;;('RON', 'ARS', 0.0018349),
RON;AUD;0.0012225;; ('RON', 'AUD', 0.0012225),;;;('RON', 'AUD', 0.0012225),
RON;AWG;0.0014925;; ('RON', 'AWG', 0.0014925),;;;('RON', 'AWG', 0.0014925),
RON;AZN;0.0052083;; ('RON', 'AZN', 0.0052083),;;;('RON', 'AZN', 0.0052083),
RON;BAM;0.0032154;; ('RON', 'BAM', 0.0032154),;;;('RON', 'BAM', 0.0032154),
RON;BBD;0.0015873;; ('RON', 'BBD', 0.0015873),;;;('RON', 'BBD', 0.0015873),
RON;BDT;0.00125;; ('RON', 'BDT', 0.00125),;;;('RON', 'BDT', 0.00125),
RON;BGN;0.0038462;; ('RON', 'BGN', 0.0038462),;;;('RON', 'BGN', 0.0038462),
RON;BHD;0.0018975;; ('RON', 'BHD', 0.0018975),;;;('RON', 'BHD', 0.0018975),
RON;BIF;0.0011211;; ('RON', 'BIF', 0.0011211),;;;('RON', 'BIF', 0.0011211),
RON;BMD;0.0010020;; ('RON', 'BMD', 0.0010020),;;;('RON', 'BMD', 0.0010020),
RON;BND;0.0011013;; ('RON', 'BND', 0.0011013),;;;('RON', 'BND', 0.0011013),
RON;BOB;0.0010582;; ('RON', 'BOB', 0.0010582),;;;('RON', 'BOB', 0.0010582),
RON;BOV;0.0044643;; ('RON', 'BOV', 0.0044643),;;;('RON', 'BOV', 0.0044643),
RON;BRL;0.0043668;; ('RON', 'BRL', 0.0043668),;;;('RON', 'BRL', 0.0043668),
RON;BSD;0.0012658;; ('RON', 'BSD', 0.0012658),;;;('RON', 'BSD', 0.0012658),
RON;BTN;0.0013908;; ('RON', 'BTN', 0.0013908),;;;('RON', 'BTN', 0.0013908),
RON;BWP;0.0016367;; ('RON', 'BWP', 0.0016367),;;;('RON', 'BWP', 0.0016367),
RON;BYN;0.0033003;; ('RON', 'BYN', 0.0033003),;;;('RON', 'BYN', 0.0033003),
RON;BZD;0.0053476;; ('RON', 'BZD', 0.0053476),;;;('RON', 'BZD', 0.0053476),
RON;CAD;0.0021505;; ('RON', 'CAD', 0.0021505),;;;('RON', 'CAD', 0.0021505),
RON;CDF;0.0030211;; ('RON', 'CDF', 0.0030211),;;;('RON', 'CDF', 0.0030211),
RON;CHE;0.0012361;; ('RON', 'CHE', 0.0012361),;;;('RON', 'CHE', 0.0012361),
RON;CHF;0.0015924;; ('RON', 'CHF', 0.0015924),;;;('RON', 'CHF', 0.0015924),
RON;CHW;0.0016807;; ('RON', 'CHW', 0.0016807),;;;('RON', 'CHW', 0.0016807),
RON;CLF;0.0011223;; ('RON', 'CLF', 0.0011223),;;;('RON', 'CLF', 0.0011223),
RON;CLP;0.0021322;; ('RON', 'CLP', 0.0021322),;;;('RON', 'CLP', 0.0021322),
RON;COP;0.0013477;; ('RON', 'COP', 0.0013477),;;;('RON', 'COP', 0.0013477),
RON;COU;0.0018215;; ('RON', 'COU', 0.0018215),;;;('RON', 'COU', 0.0018215),
RON;CRC;0.0070423;; ('RON', 'CRC', 0.0070423),;;;('RON', 'CRC', 0.0070423),
RON;CUP;0.0019120;; ('RON', 'CUP', 0.0019120),;;;('RON', 'CUP', 0.0019120),
RON;CVE;0.0103093;; ('RON', 'CVE', 0.0103093),;;;('RON', 'CVE', 0.0103093),
RON;CZK;0.0018975;; ('RON', 'CZK', 0.0018975),;;;('RON', 'CZK', 0.0018975),
RON;DJF;0.0017271;; ('RON', 'DJF', 0.0017271),;;;('RON', 'DJF', 0.0017271),
RON;DKK;0.125;; ('RON', 'DKK', 0.125),;;;('RON', 'DKK', 0.125),
RON;DOP;0.0020921;; ('RON', 'DOP', 0.0020921),;;;('RON', 'DOP', 0.0020921),
RON;DZD;0.0027624;; ('RON', 'DZD', 0.0027624),;;;('RON', 'DZD', 0.0027624),
RON;EGP;0.0056818;; ('RON', 'EGP', 0.0056818),;;;('RON', 'EGP', 0.0056818),
RON;ERN;0.0013850;; ('RON', 'ERN', 0.0013850),;;;('RON', 'ERN', 0.0013850),
RON;ETB;0.0043860;; ('RON', 'ETB', 0.0043860),;;;('RON', 'ETB', 0.0043860),
RON;EUR;0.025;; ('RON', 'EUR', 0.025),;;;('RON', 'EUR', 0.025),
RON;FJD;0.0012723;; ('RON', 'FJD', 0.0012723),;;;('RON', 'FJD', 0.0012723),
RON;FKP;0.0013569;; ('RON', 'FKP', 0.0013569),;;;('RON', 'FKP', 0.0013569),
RON;GBP;0.0012438;; ('RON', 'GBP', 0.0012438),;;;('RON', 'GBP', 0.0012438),
RON;GEL;0.0019960;; ('RON', 'GEL', 0.0019960),;;;('RON', 'GEL', 0.0019960),
RON;GHS;0.0017513;; ('RON', 'GHS', 0.0017513),;;;('RON', 'GHS', 0.0017513),
RON;GIP;0.0011136;; ('RON', 'GIP', 0.0011136),;;;('RON', 'GIP', 0.0011136),
RON;GMD;0.0016393;; ('RON', 'GMD', 0.0016393),;;;('RON', 'GMD', 0.0016393),
RON;GNF;0.0013106;; ('RON', 'GNF', 0.0013106),;;;('RON', 'GNF', 0.0013106),
RON;GTQ;0.0017094;; ('RON', 'GTQ', 0.0017094),;;;('RON', 'GTQ', 0.0017094),
RON;GYD;0.0185185;; ('RON', 'GYD', 0.0185185),;;;('RON', 'GYD', 0.0185185),
